id_word	id_meaning	id	lemma	morphology	definition	definition_divided	glottocode	reference	language	pos	detected_by	meaning_ru	examples
3051	1	4089	зорбайаб	(мн. -ла)	(мн. -ла) 1) огромный; большого (огромного) телосложения 2) сильный; зорбайаб сукIу а) большого (огромного) телосложения человек б) сильный человек	огромный; большого (огромного) телосложения	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	огромный	
3051	2	4090	зорбайаб	(мн. -ла)	(мн. -ла) 1) огромный; большого (огромного) телосложения 2) сильный; зорбайаб сукIу а) большого (огромного) телосложения человек б) сильный человек	сильный; зорбайаб сукIу а) большого (огромного) телосложения человек б) сильный человек	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	сильный	зорбайаб сукIу а) большого (огромного) телосложения человек б) сильный человек
3052	1	4091	зуде	IV (-лло, -лис, мн. зудба)	IV (-лло, -лис, мн. зудба) пень; канас зуде смолистый пень; зуделкьо чIехъ гичIкIен ло птица села на пень ♦ зуделъеру аᵸшшу низкий, низкорослый (букв. короткий, как пень)	пень; канас зуде смолистый пень; зуделкьо чIехъ гичIкIен ло птица села на пень ♦ зуделъеру аᵸшшу низкий, низкорослый (букв. короткий, как пень)	hunz1247	Khalilov 2026	Hunzib	noun; expression	spacy_model	пень	канас зуде смолистый пень; зуделкьо чIехъ гичIкIен ло птица села на пень ♦ зуделъеру аᵸшшу низкий, низкорослый (букв. короткий, как пень)
3053	1	4092	зузуд/ā	(мн. зузудаб/ā; -а, -ар, -а)	(мн. зузудаб/ā; -а, -ар, -а) жужжать; тIотI зузудā пчела жужжит	жужжать; тIотI зузудā пчела жужжит	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	жужжать	тIотI зузудā пчела жужжит
3054	1	4093	зузудāкi/а	(мн. зузудабāкI/а; о, -ер, -о)	(мн. зузудабāкI/а; о, -ер, -о) понуд. от зузудā	понуд. от зузудā	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять жужжать	
3055	1	4094	зузудāкiерлъи		(мн. зузудабāкIерлъи) понуд. масд. от зузудāкIа	(мн. зузудабāкIерлъи) понуд. масд. от зузудāкIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление жужжать	
3056	1	4095	зузудāрлъи		(мн. зузудабāрлъи) масд. жужжание; тIотIас зузудāрлъи жужжание мух	(мн. зузудабāрлъи) масд. жужжание; тIотIас зузудāрлъи жужжание мух	hunz1247	Khalilov 2026	Hunzib	masdar	source	жужжание	тIотIас зузудāрлъи жужжание мух
3057	1	4096	зукъур		(мн. зувāкъур) был, была, было; гьуᵸл кIотIтIу вǝдǝ зукъур вчера был хороший день; дǝ гьȧнā зукъур я был в лесу; иле цIакъ йазихъса зукъур мы жили очень бедно	(мн. зувāкъур) был, была, было; гьуᵸл кIотIтIу вǝдǝ зукъур вчера был хороший день; дǝ гьȧнā зукъур я был в лесу; иле цIакъ йазихъса зукъур мы жили очень бедно	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	был	гьуᵸл кIотIтIу вǝдǝ зукъур вчера был хороший день; дǝ гьȧнā зукъур я был в лесу; иле цIакъ йазихъса зукъур мы жили очень бедно
3058	1	4097	зукi/а	(мн. зувāкIа; -ø, -ер, -о)	(мн. зувāкIа; -ø, -ер, -о) трясти; встряхивать; олъул кьокъол зукI он встряхнул шапку	трясти; встряхивать; олъул кьокъол зукI он встряхнул шапку	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трясти	встряхивать; олъул кьокъол зукI он встряхнул шапку
3059	1	4098	зукiбикь/а	(мн. зукI/б/ийāкь/а; -е, -ер, -о)	(мн. зукI/б/ийāкь/а; -е, -ер, -о) трясти; сǝрйол зукIбикье лошадь трясет всадника (во время бега)	трясти; сǝрйол зукIбикье лошадь трясет всадника (во время бега)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трясти	сǝрйол зукIбикье лошадь трясет всадника (во время бега)
3060	1	4099	зукiкiекi/а	(мн. зувāкIкIекIа; -ø, -ер, -о)	(мн. зувāкIкIекIа; -ø, -ер, -о) понуд. от зукIа; встряхивать; вехьалло къир зукIкIекIер пастух встряхнул бурку; см. зукI-закIа	понуд. от зукIа; встряхивать; вехьалло къир зукIкIекIер пастух встряхнул бурку; см. зукI-закIа	hunz1247	Khalilov 2026	Hunzib	verb	source	встряхивать	вехьалло къир зукIкIекIер пастух встряхнул бурку; см. зукI-закIа
3061	1	4100	зукi-закi/а	(-е, -ер, -о)	(-е, -ер, -о) встряхивать; см. зукIкIекIа	встряхивать; см. зукIкIекIа	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	встряхивать	
3062	1	4101	зукiла	IV (-лло, -лис, -р)	IV (-лло, -лис, -р) бункер мельницы; зукIла рǝцIкIа наполнить бункер; зукIлалӣ эᵸду симинди гулур гьāдийа в бункер мельницы засыпали (букв. положили) кукурузу, чтобы молоть	бункер мельницы; зукIла рǝцIкIа наполнить бункер; зукIлалӣ эᵸду симинди гулур гьāдийа в бункер мельницы засыпали (букв. положили) кукурузу, чтобы молоть	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	бункер мельницы	зукIла рǝцIкIа наполнить бункер; зукIлалӣ эᵸду симинди гулур гьāдийа в бункер мельницы засыпали (букв. положили) кукурузу, чтобы молоть
3063	1	4102	зукiурлъи		(мн. зувāкIурлъи) масд. от зукIа; тряска	(мн. зувāкIурлъи) масд. от зукIа; тряска	hunz1247	Khalilov 2026	Hunzib	masdar	source	тряска	
3064	1	4103	зулму	III (-лло, -лис)	III (-лло, -лис) 1) насилие; быкъкъу зулму большой гнет; зулмулдо иᵸйа послать насильно 2) угнетение, гнет зулму бува а) насиловать б) угнетать; иле зулму хIехьези бувойс мы насилия не потерпим; сыᵸйс зулму ло медведь терроризирует (т.е. часто нападает) 3) тирания; гарб. зурму	насилие; быкъкъу зулму большой гнет; зулмулдо иᵸйа послать насильно	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	насилие	быкъкъу зулму большой гнет; зулмулдо иᵸйа послать насильно
3064	2	4104	зулму	III (-лло, -лис)	III (-лло, -лис) 1) насилие; быкъкъу зулму большой гнет; зулмулдо иᵸйа послать насильно 2) угнетение, гнет зулму бува а) насиловать б) угнетать; иле зулму хIехьези бувойс мы насилия не потерпим; сыᵸйс зулму ло медведь терроризирует (т.е. часто нападает) 3) тирания; гарб. зурму	угнетение, гнет зулму бува а) насиловать б) угнетать; иле зулму хIехьези бувойс мы насилия не потерпим; сыᵸйс зулму ло медведь терроризирует (т.е. часто нападает)	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	угнетение	иле зулму хIехьези бувойс мы насилия не потерпим; сыᵸйс зулму ло медведь терроризирует (т.е. часто нападает)
3064	3	4105	зулму	III (-лло, -лис)	III (-лло, -лис) 1) насилие; быкъкъу зулму большой гнет; зулмулдо иᵸйа послать насильно 2) угнетение, гнет зулму бува а) насиловать б) угнетать; иле зулму хIехьези бувойс мы насилия не потерпим; сыᵸйс зулму ло медведь терроризирует (т.е. часто нападает) 3) тирания; гарб. зурму	тирания; гарб. зурму	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	тирания	
3065	1	4106	зулму-залад		нареч. 1) едва, насилу, с большим трудом; зулму-залад бакIлӣс арча с большим трудом поднимать с постели 2) насильно, силой; зулму-залад нийоᵸди иᵸйа отправить насильно куда-то	едва, насилу, с большим трудом; зулму-залад бакIлӣс арча с большим трудом поднимать с постели	hunz1247	Khalilov 2026	Hunzib	part	spacy_model	едва	зулму-залад бакIлӣс арча с большим трудом поднимать с постели
3065	2	4107	зулму-залад		нареч. 1) едва, насилу, с большим трудом; зулму-залад бакIлӣс арча с большим трудом поднимать с постели 2) насильно, силой; зулму-залад нийоᵸди иᵸйа отправить насильно куда-то	насильно, силой; зулму-залад нийоᵸди иᵸйа отправить насильно куда-то	hunz1247	Khalilov 2026	Hunzib	adv	spacy_model	насильно	зулму-залад нийоᵸди иᵸйа отправить насильно куда-то
3066	1	4108	зулмуйаб	(мн. -ла)	(мн. -ла) деспотический, тиранический; зулмуйаб сукIу а) тиран, деспот 2) угнетатель; гарб. зурмуйаб	деспотический, тиранический; зулмуйаб сукIу а) тиран, деспот 2) угнетатель; гарб. зурмуйаб	hunz1247	Khalilov 2026	Hunzib	adj	spacy_model	тиранический	зулмуйаб сукIу а) тиран, деспот 2) угнетатель; гарб. зурмуйаб
3067	1	4109	зулму-хiал	III (-лил, -лис, -ла)	III (-лил, -лис, -ла) насилие; зулму-хIал бува насиловать; гарб. зурму-хIал	насилие; зулму-хIал бува насиловать; гарб. зурму-хIал	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	насилие	зулму-хIал бува насиловать; гарб. зурму-хIал
3068	1	4110	зулмучи	I (-йал, -йас, -йа)	I (-йал, -йас, -йа) 1) тиран, деспот 2) угнетатель; гарб. зурмучи	тиран, деспот	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	тиран	
3068	2	4111	зулмучи	I (-йал, -йас, -йа)	I (-йал, -йас, -йа) 1) тиран, деспот 2) угнетатель; гарб. зурмучи	угнетатель; гарб. зурмучи	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	угнетатель	гарб. зурмучи
3069	1	4112	зулхiиджа	III (-л, -с)	III (-л, -с) Зуль-хи-джа (двенадцатый месяц лунного ка-лендаря мусульман)	Зуль-хи-джа (двенадцатый месяц лунного ка-лендаря мусульман)	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	двенадцатый месяц	
3070	1	4113	зуризи: зуризи б/ува	III	III 1) мять (о белье); мȧгȧ зуризи бува мять шкуру; лачIи зурзи рува мять (тереть) одежду (при стирке) 2) трясти, сотрясать	мять (о белье); мȧгȧ зуризи бува мять шкуру; лачIи зурзи рува мять (тереть) одежду (при стирке)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	мять	мȧгȧ зуризи бува мять шкуру; лачIи зурзи рува мять (тереть) одежду (при стирке)
3070	2	4114	зуризи: зуризи б/ува	III	III 1) мять (о белье); мȧгȧ зуризи бува мять шкуру; лачIи зурзи рува мять (тереть) одежду (при стирке) 2) трясти, сотрясать	трясти, сотрясать	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трясти	
3071	1	4115	зурма1	III (-лло, -лис//-с, -р)	III (-лло, -лис//-с, -р) зурна; зурмас (//зурмалис) рȧже звук зурны; зурмалис гьокI звук зурны; зурма гȧйсу бертин свадьба без музыки (букв. свадьба без зурны); зурма бакьела (/пулIа) сыграть на зурне	зурна; зурмас (//зурмалис) рȧже звук зурны; зурмалис гьокI звук зурны; зурма гȧйсу бертин свадьба без музыки (букв. свадьба без зурны); зурма бакьела (/пулIа) сыграть на зурне	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	зурна	зурмас (//зурмалис) рȧже звук зурны; зурмалис гьокI звук зурны; зурма гȧйсу бертин свадьба без музыки (букв. свадьба без зурны); зурма бакьела (/пулIа) сыграть на зурне
3072	1	4116	зурма2	III (-лло, -лис//-с, -р)	III (-лло, -лис//-с, -р) труба (печная); печлис зурма печная труба	труба (печная); печлис зурма печная труба	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	труба	печлис зурма печная труба
3073	1	4117	зурма-къали	IV (-лло, -лос)	IV (-лло, -лос) 1) игра на зурне и барабане; зурма-къалилос хъуй шум зурны и барабана 2) свадьба; зурма-къали рува а) организовать веселье б) сыграть свадьбу; зурма-къали рȧхъур а) была игра на зурне и барабане б) состоялась свадьба 3) перен. большой шум	игра на зурне и барабане; зурма-къалилос хъуй шум зурны и барабана	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	игра на зурне	зурма-къалилос хъуй шум зурны и барабана
3073	2	4118	зурма-къали	IV (-лло, -лос)	IV (-лло, -лос) 1) игра на зурне и барабане; зурма-къалилос хъуй шум зурны и барабана 2) свадьба; зурма-къали рува а) организовать веселье б) сыграть свадьбу; зурма-къали рȧхъур а) была игра на зурне и барабане б) состоялась свадьба 3) перен. большой шум	свадьба; зурма-къали рува а) организовать веселье б) сыграть свадьбу; зурма-къали рȧхъур а) была игра на зурне и барабане б) состоялась свадьба	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	свадьба	зурма-къали рува а) организовать веселье б) сыграть свадьбу; зурма-къали рȧхъур а) была игра на зурне и барабане б) состоялась свадьба
3073	3	4119	зурма-къали	IV (-лло, -лос)	IV (-лло, -лос) 1) игра на зурне и барабане; зурма-къалилос хъуй шум зурны и барабана 2) свадьба; зурма-къали рува а) организовать веселье б) сыграть свадьбу; зурма-къали рȧхъур а) была игра на зурне и барабане б) состоялась свадьба 3) перен. большой шум	перен. большой шум	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	большой шум	
3074	1	4120	зурмахъан	I (-лил, -лис, -ла)	I (-лил, -лис, -ла) зурнист, зурнач; зурмахъанлил зурма бакьелер зурнач сыграл на зурне; ȧбу зурмахъан ахъдо, оже целухъан ȧхъāр погов. если отец зурнач, то сын становится барабанщиком	зурнист, зурнач; зурмахъанлил зурма бакьелер зурнач сыграл на зурне; ȧбу зурмахъан ахъдо, оже целухъан ȧхъāр погов. если отец зурнач, то сын становится барабанщиком	hunz1247	Khalilov 2026	Hunzib	noun; expression	spacy_model	зурнист	зурмахъанлил зурма бакьелер зурнач сыграл на зурне; ȧбу зурмахъан ахъдо, оже целухъан ȧхъāр погов. если отец зурнач, то сын становится барабанщиком
3075	1	4121	зурмахъанлъи	IV (-лло, -лос)	IV (-лло, -лос) профессия (род занятий) зурнача (зурниста); зурмахъанлъи рува работать зурнистом	профессия (род занятий) зурнача (зурниста); зурмахъанлъи рува работать зурнистом	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	профессия зурниста	зурмахъанлъи рува работать зурнистом
3076	1	4122	зурмундо		нареч. c силой; зурмундо рȧгьа с силой забрать (отобрать)	нареч. c силой; зурмундо рȧгьа с силой забрать (отобрать)	hunz1247	Khalilov 2026	Hunzib	adv	source	с силой	зурмундо рȧгьа с силой забрать (отобрать)
3077	1	4123	зыза	У (-лил, -лис, -р)	У (-лил, -лис, -р) 1) шип, колючка 2) заноза	шип, колючка	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	шип	
3077	2	4124	зыза	У (-лил, -лис, -р)	У (-лил, -лис, -р) 1) шип, колючка 2) заноза	заноза	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	заноза	
3078	1	4125	зызыдā	(мн. зызыдабā, -ø, -р, -ø)	(мн. зызыдабā, -ø, -р, -ø) учащ. трястись, дрожать	учащ. трястись, дрожать	hunz1247	Khalilov 2026	Hunzib	verb	source	трястись	
3079	1	4126	зызыдāкi/а	(мн. зызыдабā, -ø, -ер, -о)	(мн. зызыдабā, -ø, -ер, -о) учащ. понуд. трясти, дрожать	учащ. понуд. трясти, дрожать	hunz1247	Khalilov 2026	Hunzib	verb	source	трясти	
3080	1	4127	зызыдāкiерлъи		(мн. зызыдабāкIерлъи) учащ. понуд. масд. от зызыдāкIа	(мн. зызыдабāкIерлъи) учащ. понуд. масд. от зызыдāкIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	тряска	
3081	1	4128	зызыдāрлъи		(мн. зызыдабāрлъи) учащ. учащ. тряска; дрожание	(мн. зызыдабāрлъи) учащ. учащ. тряска; дрожание	hunz1247	Khalilov 2026	Hunzib	verb	source	тряска	
3082	1	4129	зызылi/а	(мн. зызыбāлI/а; -о, -ер, -о)	(мн. зызыбāлI/а; -о, -ер, -о) трястись, дрожать; кIокIору сукIу зызылIо больного трясёт; гарб. зызлI/а	трястись, дрожать; кIокIору сукIу зызылIо больного трясёт; гарб. зызлI/а	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трястись	кIокIору сукIу зызылIо больного трясёт; гарб. зызлI/а
3083	1	4130	зызылiекi/а	(мн. зызыбāлIекIа; -е, -ер, -о)	(мн. зызыбāлIекIа; -е, -ер, -о) трясти; гарб. зызлIекIа	трясти; гарб. зызлIекIа	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трясти	
3084	1	4131	зызылiекiекi/а	(мн. зызыбāлIекIекIа; -е, -ер, -о)	(мн. зызыбāлIекIекIа; -е, -ер, -о) понуд. от зызылIекIа; гарб. зызлIекIекIа	понуд. от зызылIекIа; гарб. зызлIекIекIа	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять трясти	
3085	1	4132	зызылiекiерлъи		(мн. зызыбāлIекIерлъи) масд. от зызылIекIа	(мн. зызыбāлIекIерлъи) масд. от зызылIекIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление трясти	
3086	1	4133	зызылiерлъи		(мн. зызыбāлIерлъи) масд. от зызылIа; тряска, дрожание	(мн. зызыбāлIерлъи) масд. от зызылIа; тряска, дрожание	hunz1247	Khalilov 2026	Hunzib	masdar	source	тряска	
3087	1	4134	зыкъ	IV (-лил, -лис)	IV (-лил, -лис) вздрагивание; гьиᵸчIу рекен, зыкъ э"кьер испугавшись, вздрогнул ♦ зыкъ мекьа вывихнуть; подвернуть; гьȧле зыкъ мекьа вывихнуть (подвернуть) ногу	вздрагивание; гьиᵸчIу рекен, зыкъ э"кьер испугавшись, вздрогнул ♦ зыкъ мекьа вывихнуть; подвернуть; гьȧле зыкъ мекьа вывихнуть (подвернуть) ногу	hunz1247	Khalilov 2026	Hunzib	noun; expression	spacy_model	вздрагивание	гьиᵸчIу рекен, зыкъ э"кьер испугавшись, вздрогнул ♦ зыкъ мекьа вывихнуть; подвернуть; гьȧле зыкъ мекьа вывихнуть (подвернуть) ногу
3088	1	4135	зыкъ-закъ	IV (-лил, -лис)	IV (-лил, -лис) тряска; зыкъ-закъ иᵸйа трясти кого-л.; машиналкьо кьодо зыкъ-закъ иᵸйен, рахIат бугьлер из-за тряски в машине (автомобиле) не было комфорта	тряска; зыкъ-закъ иᵸйа трясти кого-л.; машиналкьо кьодо зыкъ-закъ иᵸйен, рахIат бугьлер из-за тряски в машине (автомобиле) не было комфорта	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	тряска	зыкъ-закъ иᵸйа трясти кого-л.; машиналкьо кьодо зыкъ-закъ иᵸйен, рахIат бугьлер из-за тряски в машине (автомобиле) не было комфорта
3089	1	4136	зырд/ā	(мн. зырдаб/ā; -а, -ар, -а)	(мн. зырдаб/ā; -а, -ар, -а) трястись, дрожать; кьȧме зырдā крыша трясётся; жогъ зырдā окно дрожит	трястись, дрожать; кьȧме зырдā крыша трясётся; жогъ зырдā окно дрожит	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трястись	кьȧме зырдā крыша трясётся; жогъ зырдā окно дрожит
3090	1	4137	зырдāкi/а	(мн. зырдабāкIа; -ø, -ер, -о)	(мн. зырдабāкIа; -ø, -ер, -о) понуд. от зырдā	понуд. от зырдā	hunz1247	Khalilov 2026	Hunzib	verb	source	трясти	
3091	1	4138	зырдāкiерлъи		(мн. зырдāбакIерлъи) масд. от зырдāкIа	(мн. зырдāбакIерлъи) масд. от зырдāкIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	тряска	
3092	1	4139	зырдāрлъи		(мн. зырдабāрлъи) масд. от зырдā; тряска, дрожание	(мн. зырдабāрлъи) масд. от зырдā; тряска, дрожание	hunz1247	Khalilov 2026	Hunzib	masdar	source	тряска	
3093	1	4140	зыркiи-маркiи	IV (-лло, -лос, -йа)	IV (-лло, -лос, -йа) игр. качели (верхом на бревне); зыркIи-маркIи рува качаться на качелях; гарб. зыркьи-маркьи	игр. качели (верхом на бревне); зыркIи-маркIи рува качаться на качелях; гарб. зыркьи-маркьи	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	качели	зыркIи-маркIи рува качаться на качелях; гарб. зыркьи-маркьи
3094	1	4141	зырлi/а1	(мн. зырбāлIа; -е, -ер, -о)	(мн. зырбāлIа; -е, -ер, -о) скрипеть; эᵸцу зырлIе дверь скрипит	скрипеть; эᵸцу зырлIе дверь скрипит	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	скрипеть	эᵸцу зырлIе дверь скрипит
3095	1	4142	зырлi/а2	(мн. зырбāлIа; -е, -ер, -о)	(мн. зырбāлIа; -е, -ер, -о) дрожать; корова зырлIе руки дрожат	дрожать; корова зырлIе руки дрожат	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	дрожать	корова зырлIе руки дрожат
3096	1	4143	зырлiекi/а	(мн. зырбāлIекIа; -ø, -ер, -о)	(мн. зырбāлIекIа; -ø, -ер, -о) понуд. от зырлIа1-2	понуд. от зырлIа1-2	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять скрипеть	
3097	1	4144	зырлiекiерлъи		(мн. зырбāлIекIерлъи) понуд. масд. от зырлIекIа	(мн. зырбāлIекIерлъи) понуд. масд. от зырлIекIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление скрипеть	
3098	1	4145	зырлiерлъи1		(мн. зырбāлIерлъи) масд. от зырлIа; скрип	(мн. зырбāлIерлъи) масд. от зырлIа; скрип	hunz1247	Khalilov 2026	Hunzib	masdar	source	скрип	
3099	1	4146	зырлiерлъи2		(мн. зырбāлIерлъи) масд. дрожание	(мн. зырбāлIерлъи) масд. дрожание	hunz1247	Khalilov 2026	Hunzib	masdar	source	дрожание	
3100	1	4147	зыс: зыс тǝхъла		толкнуть; къǝра зыс тǝхъла толкнуть ребёнка; зыс тǝхълен, дǝ къере экекIер толкнув, свалили меня	толкнуть; къǝра зыс тǝхъла толкнуть ребёнка; зыс тǝхълен, дǝ къере экекIер толкнув, свалили меня	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	толкнуть	къǝра зыс тǝхъла толкнуть ребёнка; зыс тǝхълен, дǝ къере экекIер толкнув, свалили меня
3101	1	4148	зыс/а	(мн. зывāс/а; -ǝ, -ǝр, -о)	(мн. зывāс/а; -ǝ, -ǝр, -о) 1) совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть 2) пихать, впихивать что-л. во что-л.; мишокIийā къай зыса в мешок вещи пихать	совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	засовывать	эᵸцӣ рига зыса в дверь ключ засунуть
3101	2	4149	зыс/а	(мн. зывāс/а; -ǝ, -ǝр, -о)	(мн. зывāс/а; -ǝ, -ǝр, -о) 1) совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть 2) пихать, впихивать что-л. во что-л.; мишокIийā къай зыса в мешок вещи пихать	пихать, впихивать что-л. во что-л.; мишокIийā къай зыса в мешок вещи пихать	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	пихать	мишокIийā къай зыса в мешок вещи пихать
3102	1	4150	зысдā	(мн. зысдабā; -ø, -р, -ø)	(мн. зысдабā; -ø, -р, -ø) учащ. 1) совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть 2) пихать, впихивать что-л. во что-л.	совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	совать	эᵸцӣ рига зыса в дверь ключ засунуть
3102	2	4151	зысдā	(мн. зысдабā; -ø, -р, -ø)	(мн. зысдабā; -ø, -р, -ø) учащ. 1) совать, всовывать, засовывать; эᵸцӣ рига зыса в дверь ключ засунуть 2) пихать, впихивать что-л. во что-л.	пихать, впихивать что-л. во что-л.	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	пихать	
3103	1	4152	зысдāкi/а	(мн. зысдабāкIа; -ø, -ер, -о)	(мн. зысдабāкIа; -ø, -ер, -о) учащ. понуд. от зысдā	учащ. понуд. от зысдā	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять совать	
3104	1	4153	зысдāкiерлъи		(мн. зысдабāкIерлъи) учащ. понуд. масд. от зысдāкIа	(мн. зысдабāкIерлъи) учащ. понуд. масд. от зысдāкIа	hunz1247	Khalilov 2026	Hunzib	masdar	source	заставление совать	
3105	1	4154	зысдāрлъи		(мн. зысдабāрлъи) учащ. масд. 1) засовывание 2) пихание	засовывание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	засовывание	
3105	2	4155	зысдāрлъи		(мн. зысдабāрлъи) учащ. масд. 1) засовывание 2) пихание	пихание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	пихание	
3106	1	4156	зыскi/а	(мн. зывāскI/а; ǝ, -ǝр, -о)	(мн. зывāскI/а; ǝ, -ǝр, -о) понуд. от зыса	понуд. от зыса	hunz1247	Khalilov 2026	Hunzib	verb	source	заставлять совать	
3107	1	4157	зыскiерлъи		(мн. зывāскIерлъи) понуд. масд. от зыскIа; 1) всовывание 2) пихание	всовывание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	всовывание	
3107	2	4158	зыскiерлъи		(мн. зывāскIерлъи) понуд. масд. от зыскIа; 1) всовывание 2) пихание	пихание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	пихание	
3108	1	4159	зыс-мас: зыс-мас мийа	III	III 1) трясти, встряхивать 2) перен. пугать, запугивать; гIолохъан сукIу зыс-мас иᵸйа а) трясти молодого человека б) напугать юношу; см.	трясти, встряхивать	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	трясти	
3108	2	4160	зыс-мас: зыс-мас мийа	III	III 1) трясти, встряхивать 2) перен. пугать, запугивать; гIолохъан сукIу зыс-мас иᵸйа а) трясти молодого человека б) напугать юношу; см.	перен. пугать, запугивать; гIолохъан сукIу зыс-мас иᵸйа а) трясти молодого человека б) напугать юношу; см.	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	пугать	гIолохъан сукIу зыс-мас иᵸйа а) трясти молодого человека б) напугать юношу; см.
3109	1	4161	зыс-мас: зыс-мас мекьа	III	III 1) нагрубить, надерзить, нахамить 2) вести себя грубо (нахально)	нагрубить, надерзить, нахамить	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	нагрубить	
3109	2	4162	зыс-мас: зыс-мас мекьа	III	III 1) нагрубить, надерзить, нахамить 2) вести себя грубо (нахально)	вести себя грубо (нахально)	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	грубить	
3110	1	4163	зысəрлъи		(мн. зывāсǝрлъи) масд. 1) всовывание 2) пихание	всовывание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	всовывание	
3110	2	4164	зысəрлъи		(мн. зывāсǝрлъи) масд. 1) всовывание 2) пихание	пихание	hunz1247	Khalilov 2026	Hunzib	noun	spacy_model	пихание	
3111	1	4165	зыəлā	(мн. зыǝлабā; -ø, -р, -ø)	(мн. зыǝлабā; -ø, -р, -ø) подтягиваться (когда трянется ко сну); зевать	подтягиваться (когда трянется ко сну); зевать	hunz1247	Khalilov 2026	Hunzib	verb	spacy_model	зевать	
3112	1	4166	зыəлерлъи		(мн. зыǝлабāрлъи) масд. подтягивание; зевание	(мн. зыǝлабāрлъи) масд. подтягивание; зевание	hunz1247	Khalilov 2026	Hunzib	masdar	source	зевание	
